tick	elapsed_ticks	build	status	fps_num	fps_den	frames	total_frames	active_frame	late	audio_gaps	audio_rebuffers	error	error_frame
77849	31324	69a03b35eaM-260831	complete	24	1	7202	7202	7202	5	2	1	0	0
